novel_author,novel_introduction,novel_name,novel_redu,novel_shoucang,novel_startdate,novel_status,novel_tag,novel_updatedate,novel_url,novel_zishu 
安若菲,"——致敬我童年宝贵的记忆，名为《新神奇传说3》的SRPG——
神奇大陆，炼金机械为人类文明带来了飞跃式的进步，人体魔晶植入技术和人体机械化技术更是令人人都能经过锻炼成为超级战士，随着对世界边境各个遗址的探索，远强于今日的上一时代的遭受入侵的破灭姿态激起了所有领袖的危机感。而真正的危机，已经悄然到来……
地球上的少年少女们成为“觉醒者”，灵魂穿越至神奇大陆，两个世界的救世主，是否就会在接踵而至的数批觉醒者中诞生？
当人们眼中的幻想、少年少女们心中的梦想都化为现实，两个世界将走向怎样的未来？这是个非同一般的时代，这是同时属于两个世界的幻想时代——
幻想纪元。
",幻想纪元,9.2万,52,2017-04-08 09:32,"
                        
                            连载中                    ",幻想|战斗,2017-06-04 02:18,http://www.linovel.net/book/101717.html,4.7万
蠻骨に,"作为勇者被召唤到未知世界，但勇者的人数比预想的要多，遭到陷害？
啊啊，曾经还发生过这种事情来着......勇者？那种东西怎样都无所谓，现在的我只是一个想游览世界的通缉犯而已，这个世界的事情怎样都无所谓，我只按照自己的想法生活......",异世界叛逃默示录,95.7万,1380,2016-04-03 22:38,"
                        
                            连载中                    ",幻想|异界|后宫|第一回轻小说新人赏 长篇,2017-06-04 13:26,http://www.linovel.net/book/100139.html,24.7万
月之丘,"  提问。
  你眼中的自己，真的就是真实的自己么？
  对着传说中能够成就恋人的古树所许下的虚假心愿。
  为了保护青梅竹马逃离没有任何选择权的政治联姻。
  「童话里的正义使者，也有着自己的伙伴。」
  「你坚持的那份正义，就由我来替你实现。」
  「我真的还可以留在你的身边么？」
  「希望你不会为你的选择而后悔。」
  「不试着......交往一下看看么？」
  因为学校的强制性措施而成为了文学社社员的两对青梅竹马和一名毒舌学姐之间交织的故事，外加各种具有独特个性角色的连连登场，青春期的苦涩恋爱就此展开。
",关于青梅竹马的正义这件事,11.6万,62,2017-05-01 22:23,"
                        
                            连载中                    ",恋爱|搞笑|校园,2017-05-21 22:23,http://www.linovel.net/book/101804.html,2.1万
奇迹队长,战场处理者成员“管理员七号”接受了某个委托，内容是寻找一个丢失的皮箱。找到皮箱后，她发现面具怪们似乎对其很感兴趣，或者说是被吸引住了。管理员七号通过自己的能力顺利返回萌之屋咖啡馆、并将自己先前的所见所闻告诉了其他人后没多久，一位客人在萌之屋挂起了打烊的牌子后依然推开了店门……,少女咖啡枪~爱丽丝战场~,134.4万,1141,2017-03-01 15:00,"
                        
                            已完结                    ",战斗|科幻|妹控,2017-05-23 13:13,http://www.linovel.net/book/101636.html,14万
白菜酱,在少年搬去的城镇里，有着一个“吃人妖怪”的传闻，传说它会披上人类的外衣，不断的吞噬周围的活人，一旦开始了，直到怪物的肚子被完全填饱为止，每个人都将活在阴霾之中......,恶鬼缠身,9.8万,47,2017-05-17 18:13,"
                        
                            已完结                    ",妖怪|悬疑|5月征文,2017-05-23 20:30,http://www.linovel.net/book/101872.html,1.2万
森下萤,"名为刀鸣无野的男子在大山中捡回了一个重伤昏迷的少女，原而让刀鸣无野意外的是，自己捡回来的少女是居然是个实力相当不错的武者。然而这并没有给刀鸣无野平静的生活带来太大的改变，然而刀鸣无野不知道的是，在荒芜的大山中，一群对于他们来说相当危险的“客人”正悄然而至。
而另一边，贪图享乐的这个国家的皇帝卡爱因的正计划着新的剥削人民的方法。长期压制的不满终于爆发，化为了席卷全国的烈火。察觉不妙的卡爱因派出了大将依古尔镇压叛乱。对于刀鸣无野来说，艰苦的战斗才刚刚开始。刀鸣无野所属的叛乱军能够赢得战争最后的胜利吗？而刀鸣无野又能不能在战争中守护那些对他来说非常重要的人呢？这一切都随着战争的推进而得到了解答。",被传颂者,9.2万,42,2017-05-24 11:01,"
                        
                            连载中                    ",战斗|异界|后宫,2017-05-24 11:09,http://www.linovel.net/book/101909.html,6559
山田さん,"一个美丽的世界，一个梦幻的新世界；两个不同的世界，同样有欢笑、喜悦，烦恼、忧愁。
喜爱幻想的，浪漫的“少年”们，还记得青春的味道吗？
在这广阔的舞台上，就由日本男子高中生山田武信、异界弍斯少女艾米莉亚，带领大家感受来自他们“一样”又“不一样”的生活吧！
日文名暂定为「もとで魔法師になるつもりの私は•異世界で•神龍使になってしまった」",原本想要成为魔法师的我在异界竟最终转生成了神龙使,115.5万,2886,2016-04-10 12:58,"
                        
                            连载中                    ",幻想|异界|校园|第一回轻小说新人赏 长篇,2017-05-24 11:16,http://www.linovel.net/book/100166.html,71.7万
朝颜,"“这个世界，真叫人厌倦啊······”
“既然如此，毁了它不就行了？”
望着眼前的恶魔，少年露出一抹危险的笑容。
“是啊，毁了它不就好了吗？”",触魔,16.5万,124,2016-12-17 22:49,"
                        
                            连载中                    ",战斗|异界,2017-05-24 12:32,http://www.linovel.net/book/101437.html,5.8万
灼眼半夏604,宇宙的源头就是黑暗、邪恶和混乱，最终也将归于这些。世界从创生那一天起就越来越趋向于浑沌和无序。不过依旧有人想去触碰那无名的混沌，这是从一开始就渐渐步入绝望的故事。,绮夜侦探事件簿,8.5万,40,2017-05-17 19:52,"
                        
                            连载中                    ",战斗|悬疑|5月征文,2017-05-24 17:48,http://www.linovel.net/book/101877.html,9574
S薛定谔的猫,关于蓝色食人魔的故事，一件密室杀人事件，我头一次有一股想要拯救别人的冲动。,当鬼赠予你的花盛开在希望之中,9.6万,40,2017-05-17 18:39,"
                        
                            已完结                    ",悬疑|5月征文,2017-05-24 19:38,http://www.linovel.net/book/101873.html,4万
黒羽夜月,自认为一无是处的泷月，在大学毕业后一年，依然找不到一份适合自己的工作，过着三天打鱼两天晒网的生活。朋友和家人都不知道他到底想怎样，甚至连他自己都逐渐迷失了方向。一次意外，令他来到了一个全新的世界，并开展一种全新的生活，那名为“机械”与“战争”的新生活......,灵魂驱动 -soul drive-,8万,35,2017-05-24 21:32,"
                        
                            连载中                    ",战斗|异界|科幻,2017-05-24 21:57,http://www.linovel.net/book/101912.html,1.6万
临晗有个小号,"不正常思想衍生的扭曲未来。
不得不认同的新星性别。
不能率直追求的幸福指标。
不正经神明的救世指南。
去吧少年，让伪娘娇羞拯救人类！",伪娘，恋爱，法则,8.1万,38,2017-04-23 21:02,"
                        
                            连载中                    ",搞笑|日常|校园,2017-05-26 05:52,http://www.linovel.net/book/101780.html,2.6万
插花三三,"多重人格分裂症

指的是患者由于无法接受事实，于是建立于逃避现实的基础上，建立了一个完美的、能保护好自己的另一个人格

对于这类疾病的治疗，一直没有显著的治疗手段。

新的治疗手段的推出，究竟是否能成为根治该病的手段？",重重迷雾,8.6万,40,2017-05-26 09:59,"
                        
                            连载中                    ",悬疑|5月征文,2017-05-26 18:21,http://www.linovel.net/book/101920.html,1.3万
解牛主義者,"假如我有台时光机?

后悔，悲伤，都不会再上演。

要是能重来?

我将会有不一样选择，不一样的人生，想必是理所当然的。

我将会走上另一条路。

一条比现在更好的路。

我能要我所要的一切，想我所能想的一切。

只要有台时光机。",异化,8.8万,63,2017-05-18 14:05,"
                        
                            已完结                    ",恐怖|悬疑|5月征文,2017-05-26 23:35,http://www.linovel.net/book/101887.html,1.8万
渣荒,"       那种触手可及的东西......为什么......为什么，突然感觉那么无助，貌似像一道抓不住烟，为什么 ，明明那么美，它为什么要消失，为什么要消失......明明就在面前......为什么我就抓不住......

       那种东西我能拥有吗......像她一样......我现在做的真的是我想做的吗......如今活下来的意义到底是什么......为什么我什么都做不到，为什么我......为什么我还这样活着......嘴上说着要当她的依靠，结果还是被她治愈了吗......

        为什么这样痛苦......

        未知、错觉、迷茫、绝路......",Dream：未情绘何芳,40.8万,330,2016-11-27 19:53,"
                        
                            连载中                    ",恋爱|日常|校园,2017-05-27 11:17,http://www.linovel.net/book/101378.html,6.5万
妄想代打,"水镜彼方，是可以主导‘流行’的舞台，只要获得优胜，就能掌握‘流行’。
在经历了种种时代与混乱的异世界，巨大的贝尔斯达综合学院最有名的活动叫做‘流行决定战’。
只要在‘流行决定战’中获得优胜，就能随心所欲的让任何‘流行元素’在这所学院里流行起来。
少年芬米尔为了实现自己的种种野望，渴求着在‘流行决定战’中获得胜利——",水镜彼方里芬米尔的野望,8.1万,34,2017-05-26 13:57,"
                        
                            连载中                    ",幻想|异界|校园,2017-05-28 11:53,http://www.linovel.net/book/101924.html,8879
